"Gene.stable.ID"	"Gene.name"	"Gene.name.uniq"	"in.dataset"	"ZFIN.ID"	"Gene.description"
"1685"	"ENSDARG00000099312"	"jpt1b"	"jpt1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2784\")"	"Jupiter microtubule associated homolog 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2784]"
"1688"	"ENSDARG00000037962"	"psmb7"	"psmb7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-001208-4\")"	"proteasome subunit beta 7 [Source:ZFIN;Acc:ZDB-GENE-001208-4]"
"1690"	"ENSDARG00000090145"	"tmem240b"	"tmem240b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131127-474\")"	"transmembrane protein 240b [Source:ZFIN;Acc:ZDB-GENE-131127-474]"
"1694"	"ENSDARG00000087636"	"hmgn6"	"hmgn6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1005\")"	"high mobility group nucleosome binding domain 6 [Source:ZFIN;Acc:ZDB-GENE-030131-1005]"
"1697"	"ENSDARG00000095908"	"sat1a.2"	"sat1a.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040704-4\")"	"spermidine/spermine N1-acetyltransferase 1a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040704-4]"
"1723"	"ENSDARG00000070780"	"rln3a"	"rln3a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050310-3\")"	"relaxin 3a [Source:ZFIN;Acc:ZDB-GENE-050310-3]"
"1749"	"ENSDARG00000100639"	"CR847939.1"	"CR847939.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"1764"	"ENSDARG00000003754"	"tspan2a"	"tspan2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050522-511\")"	"tetraspanin 2a [Source:ZFIN;Acc:ZDB-GENE-050522-511]"
"1800"	"ENSDARG00000045089"	"si:ch211-270n8.1"	"si:ch211-270n8.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081107-34\")"	"si:ch211-270n8.1 [Source:ZFIN;Acc:ZDB-GENE-081107-34]"
"1840"	"ENSDARG00000033042"	"ptprja"	"ptprja"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8301\")"	"protein tyrosine phosphatase, receptor type, J a [Source:ZFIN;Acc:ZDB-GENE-030131-8301]"
"1855"	"ENSDARG00000099732"	"gfra1a"	"gfra1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-010226-2\")"	"gdnf family receptor alpha 1a [Source:ZFIN;Acc:ZDB-GENE-010226-2]"
"1859"	"ENSDARG00000000212"	"krt97"	"krt97"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-78\")"	"keratin 97 [Source:ZFIN;Acc:ZDB-GENE-040718-78]"
"1864"	"ENSDARG00000096712"	"si:dkey-193p11.2"	"si:dkey-193p11.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8407\")"	"si:dkey-193p11.2 [Source:ZFIN;Acc:ZDB-GENE-030131-8407]"
"1872"	"ENSDARG00000039130"	"cdkn3"	"cdkn3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060427-2\")"	"cyclin-dependent kinase inhibitor 3 [Source:ZFIN;Acc:ZDB-GENE-060427-2]"
"1893"	"ENSDARG00000022303"	"higd1a"	"higd1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030826-15\")"	"HIG1 hypoxia inducible domain family, member 1A [Source:ZFIN;Acc:ZDB-GENE-030826-15]"
"1899"	"ENSDARG00000105061"	"si:ch73-261i21.5"	"si:ch73-261i21.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110411-258\")"	"si:ch73-261i21.5 [Source:ZFIN;Acc:ZDB-GENE-110411-258]"
"1902"	"ENSDARG00000033104"	"tmc2a"	"tmc2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060526-280\")"	"transmembrane channel-like 2a [Source:ZFIN;Acc:ZDB-GENE-060526-280]"
"1906"	"ENSDARG00000039208"	"nasp"	"nasp"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5511\")"	"nuclear autoantigenic sperm protein (histone-binding) [Source:ZFIN;Acc:ZDB-GENE-030131-5511]"
"1910"	"ENSDARG00000070601"	"RASSF5"	"RASSF5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141219-8\")"	"Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]"
"1917"	"ENSDARG00000007971"	"cks1b"	"cks1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040801-112\")"	"CDC28 protein kinase regulatory subunit 1B [Source:ZFIN;Acc:ZDB-GENE-040801-112]"
"1973"	"ENSDARG00000007697"	"fabp7a"	"fabp7a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000627-1\")"	"fatty acid binding protein 7, brain, a [Source:ZFIN;Acc:ZDB-GENE-000627-1]"
"1984"	"ENSDARG00000035326"	"nccrp1"	"nccrp1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000210-13\")"	"non-specific cytotoxic cell receptor protein 1 [Source:ZFIN;Acc:ZDB-GENE-000210-13]"
"2006"	"ENSDARG00000006773"	"elovl4a"	"elovl4a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1767\")"	"ELOVL fatty acid elongase 4a [Source:ZFIN;Acc:ZDB-GENE-040426-1767]"
"2033"	"ENSDARG00000007739"	"atp1a1a.2"	"atp1a1a.2*1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-001212-2\")"	"ATPase, Na+/K+ transporting, alpha 1a polypeptide, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-001212-2]"
"2038"	"ENSDARG00000017676"	"mmp2"	"mmp2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9123\")"	"matrix metallopeptidase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9123]"
"2053"	"ENSDARG00000103409"	"uhrf1"	"uhrf1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2039\")"	"ubiquitin-like with PHD and ring finger domains 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2039]"
"2070"	"ENSDARG00000007347"	"degs1"	"degs1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5283\")"	"delta(4)-desaturase, sphingolipid 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5283]"
"2090"	"ENSDARG00000075206"	"si:dkey-100n19.2"	"si:dkey-100n19.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-120711-2\")"	"si:dkey-100n19.2 [Source:ZFIN;Acc:ZDB-GENE-120711-2]"
"2091"	"ENSDARG00000071009"	"kif20ba"	"kif20ba"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041111-213\")"	"kinesin family member 20Ba [Source:ZFIN;Acc:ZDB-GENE-041111-213]"
"2101"	"ENSDARG00000045909"	"dynlt1"	"dynlt1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041210-9\")"	"dynein, light chain, Tctex-type 1 [Source:ZFIN;Acc:ZDB-GENE-041210-9]"
"2102"	"ENSDARG00000093317"	"si:ch211-209j10.6"	"si:ch211-209j10.6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090311-44\")"	"si:ch211-209j10.6 [Source:ZFIN;Acc:ZDB-GENE-090311-44]"
"2123"	"ENSDARG00000094557"	"nupr1"	"nupr1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4653\")"	"nuclear protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4653]"
"2171"	"ENSDARG00000071360"	"morn2"	"morn2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060825-230\")"	"MORN repeat containing 2 [Source:ZFIN;Acc:ZDB-GENE-060825-230]"
"2179"	"ENSDARG00000036990"	"dctd"	"dctd"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-116\")"	"dCMP deaminase [Source:ZFIN;Acc:ZDB-GENE-050417-116]"
"2184"	"ENSDARG00000100942"	"zgc:194655"	"zgc:194655"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081022-137\")"	"zgc:194655 [Source:ZFIN;Acc:ZDB-GENE-081022-137]"
"2194"	"ENSDARG00000025073"	"rpl18a"	"rpl18a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1071\")"	"ribosomal protein L18a [Source:ZFIN;Acc:ZDB-GENE-040426-1071]"
"2199"	"ENSDARG00000020581"	"otofb"	"otofb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110406-5\")"	"otoferlin b [Source:ZFIN;Acc:ZDB-GENE-110406-5]"
"2200"	"ENSDARG00000039272"	"pls1"	"pls1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-6205\")"	"plastin 1 (I isoform) [Source:ZFIN;Acc:ZDB-GENE-030131-6205]"
"2204"	"ENSDARG00000025670"	"fstl3"	"fstl3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050913-111\")"	"follistatin-like 3 (secreted glycoprotein) [Source:ZFIN;Acc:ZDB-GENE-050913-111]"
"2214"	"ENSDARG00000036058"	"gnao1b"	"gnao1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1693\")"	"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, b [Source:ZFIN;Acc:ZDB-GENE-040426-1693]"
"2220"	"ENSDARG00000079497"	"TCIM"	"TCIM"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050320-36\")"	"zgc:110340 [Source:ZFIN;Acc:ZDB-GENE-050320-36]"
"2234"	"ENSDARG00000003281"	"pik3ip1"	"pik3ip1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031030-14\")"	"phosphoinositide-3-kinase interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-031030-14]"
"2262"	"ENSDARG00000041530"	"ppih"	"ppih"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040625-127\")"	"peptidylprolyl isomerase H (cyclophilin H) [Source:ZFIN;Acc:ZDB-GENE-040625-127]"
"2309"	"ENSDARG00000056725"	"hmgb3a"	"hmgb3a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050428-1\")"	"high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]"
"2332"	"ENSDARG00000056680"	"stc2a"	"stc2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041008-14\")"	"stanniocalcin 2a [Source:ZFIN;Acc:ZDB-GENE-041008-14]"
"2341"	"ENSDARG00000100019"	"arhgap11a"	"arhgap11a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2562\")"	"Rho GTPase activating protein 11A [Source:ZFIN;Acc:ZDB-GENE-040426-2562]"
"2353"	"ENSDARG00000097513"	"CT573383.1"	"CT573383.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"2364"	"ENSDARG00000104139"	"atp1a3b"	"atp1a3b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-001212-8\")"	"ATPase, Na+/K+ transporting, alpha 3b polypeptide [Source:ZFIN;Acc:ZDB-GENE-001212-8]"
"2378"	"ENSDARG00000102051"	"mtbl"	"mtbl"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110414-3\")"	"metallothionein-B-like [Source:ZFIN;Acc:ZDB-GENE-110414-3]"
"2384"	"ENSDARG00000031907"	"ptbp1b"	"ptbp1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9796\")"	"polypyrimidine tract binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-9796]"
"2427"	"ENSDARG00000039269"	"arg2"	"arg2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1334\")"	"arginase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1334]"
"2459"	"ENSDARG00000056984"	"rad9a"	"rad9a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-935\")"	"RAD9 checkpoint clamp component A [Source:ZFIN;Acc:ZDB-GENE-040426-935]"
"2467"	"ENSDARG00000022509"	"cox4i2"	"cox4i2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1775\")"	"cytochrome c oxidase subunit IV isoform 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1775]"
"2482"	"ENSDARG00000073876"	"si:ch1073-165f9.2"	"si:ch1073-165f9.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-228\")"	"si:ch1073-165f9.2 [Source:ZFIN;Acc:ZDB-GENE-141216-228]"
"2535"	"ENSDARG00000039351"	"ccl19b"	"ccl19b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-091204-19\")"	"chemokine (C-C motif) ligand 19b [Source:ZFIN;Acc:ZDB-GENE-091204-19]"
"2539"	"ENSDARG00000042874"	"phlda2"	"phlda2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050522-73\")"	"pleckstrin homology-like domain, family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-050522-73]"
"2578"	"ENSDARG00000079310"	"st3gal1l"	"st3gal1l"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060321-2\")"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1, like [Source:ZFIN;Acc:ZDB-GENE-060321-2]"
"2588"	"ENSDARG00000003920"	"setb"	"setb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-433\")"	"SET nuclear proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-030131-433]"
"2619"	"ENSDARG00000024488"	"top2a"	"top2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2453\")"	"topoisomerase (DNA) II alpha [Source:ZFIN;Acc:ZDB-GENE-030131-2453]"
"2633"	"ENSDARG00000005673"	"f3b"	"f3b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-234\")"	"coagulation factor IIIb [Source:ZFIN;Acc:ZDB-GENE-050417-234]"
"2637"	"ENSDARG00000026225"	"whsc1"	"whsc1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2581\")"	"Wolf-Hirschhorn syndrome candidate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2581]"
"2655"	"ENSDARG00000068868"	"nap1l4b"	"nap1l4b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041114-168\")"	"nucleosome assembly protein 1-like 4b [Source:ZFIN;Acc:ZDB-GENE-041114-168]"
"2694"	"ENSDARG00000041750"	"ccdc92"	"ccdc92"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-051113-120\")"	"coiled-coil domain containing 92 [Source:ZFIN;Acc:ZDB-GENE-051113-120]"
"2710"	"ENSDARG00000096554"	"si:dkey-25o16.4"	"si:dkey-25o16.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-969\")"	"si:dkey-25o16.4 [Source:ZFIN;Acc:ZDB-GENE-030131-969]"
"2713"	"ENSDARG00000000830"	"telo2"	"telo2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061103-523\")"	"TEL2, telomere maintenance 2, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-061103-523]"
"2718"	"ENSDARG00000099203"	"atp1b2a"	"atp1b2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-001127-2\")"	"ATPase, Na+/K+ transporting, beta 2a polypeptide [Source:ZFIN;Acc:ZDB-GENE-001127-2]"
"2738"	"ENSDARG00000043720"	"cdc45"	"cdc45"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2710\")"	"CDC45 cell division cycle 45 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-2710]"
"2756"	"ENSDARG00000008131"	"sox1b"	"sox1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060322-5\")"	"SRY (sex determining region Y)-box 1b [Source:ZFIN;Acc:ZDB-GENE-060322-5]"
"2762"	"ENSDARG00000043531"	"jun"	"jun"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-7859\")"	"jun proto-oncogene [Source:ZFIN;Acc:ZDB-GENE-030131-7859]"
"2777"	"ENSDARG00000015674"	"msx3"	"msx3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-306\")"	"muscle segment homeobox 3 [Source:ZFIN;Acc:ZDB-GENE-980526-306]"
"2780"	"ENSDARG00000040076"	"pycard"	"pycard"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000511-2\")"	"PYD and CARD domain containing [Source:ZFIN;Acc:ZDB-GENE-000511-2]"
"2833"	"ENSDARG00000103543"	"gngt2b"	"gngt2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-091020-4\")"	"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2b [Source:ZFIN;Acc:ZDB-GENE-091020-4]"
"2860"	"ENSDARG00000088290"	"foxj1b"	"foxj1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041212-76\")"	"forkhead box J1b [Source:ZFIN;Acc:ZDB-GENE-041212-76]"
"2874"	"ENSDARG00000019741"	"si:ch211-152f23.5"	"si:ch211-152f23.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080917-47\")"	"si:ch211-152f23.5 [Source:ZFIN;Acc:ZDB-GENE-080917-47]"
"2878"	"ENSDARG00000011956"	"dlx4a"	"dlx4a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-73\")"	"distal-less homeobox 4a [Source:ZFIN;Acc:ZDB-GENE-980526-73]"
"2885"	"ENSDARG00000102995"	"rbm24a"	"rbm24a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040628-1\")"	"RNA binding motif protein 24a [Source:ZFIN;Acc:ZDB-GENE-040628-1]"
"2895"	"ENSDARG00000100509"	"si:dkey-82i20.2"	"si:dkey-82i20.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110914-74\")"	"si:dkey-82i20.2 [Source:ZFIN;Acc:ZDB-GENE-110914-74]"
"2907"	"ENSDARG00000004251"	"dhfr"	"dhfr"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-010406-5\")"	"dihydrofolate reductase [Source:ZFIN;Acc:ZDB-GENE-010406-5]"
"2932"	"ENSDARG00000030932"	"fgf10a"	"fgf10a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030715-1\")"	"fibroblast growth factor 10a [Source:ZFIN;Acc:ZDB-GENE-030715-1]"
"2948"	"ENSDARG00000053535"	"lmo7b"	"lmo7b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060825-242\")"	"LIM domain 7b [Source:ZFIN;Acc:ZDB-GENE-060825-242]"
"2955"	"ENSDARG00000067975"	"atpif1a"	"atpif1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070410-36\")"	"ATPase inhibitory factor 1a [Source:ZFIN;Acc:ZDB-GENE-070410-36]"
"2992"	"ENSDARG00000091996"	"si:ch211-117m20.5"	"si:ch211-117m20.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-12\")"	"si:ch211-117m20.5 [Source:ZFIN;Acc:ZDB-GENE-030131-12]"
"3002"	"ENSDARG00000069423"	"tmie"	"tmie"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061207-9\")"	"transmembrane inner ear [Source:ZFIN;Acc:ZDB-GENE-061207-9]"
"3004"	"ENSDARG00000078155"	"INAVA"	"INAVA"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-081105-161\")"	"innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]"
"3008"	"ENSDARG00000070050"	"sfrp2"	"sfrp2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061013-293\")"	"secreted frizzled-related protein 2 [Source:ZFIN;Acc:ZDB-GENE-061013-293]"
"3011"	"ENSDARG00000056638"	"pir"	"pir"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-288\")"	"pirin [Source:ZFIN;Acc:ZDB-GENE-040718-288]"
"3025"	"ENSDARG00000091215"	"rpz2"	"rpz2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9071\")"	"rapunzel 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9071]"
"3050"	"ENSDARG00000097637"	"si:ch211-246i5.5"	"si:ch211-246i5.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131121-529\")"	"si:ch211-246i5.5 [Source:ZFIN;Acc:ZDB-GENE-131121-529]"
"3067"	"ENSDARG00000039264"	"igfbp5a"	"igfbp5a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070620-8\")"	"insulin-like growth factor binding protein 5a [Source:ZFIN;Acc:ZDB-GENE-070620-8]"
"3078"	"ENSDARG00000091619"	"mvb12ba"	"mvb12ba"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060929-372\")"	"multivesicular body subunit 12Ba [Source:ZFIN;Acc:ZDB-GENE-060929-372]"
"3081"	"ENSDARG00000060933"	"baiap2l2b"	"baiap2l2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-339\")"	"BAI1-associated protein 2-like 2b [Source:ZFIN;Acc:ZDB-GENE-060503-339]"
"3082"	"ENSDARG00000031981"	"pcbd1"	"pcbd1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1787\")"	"pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha [Source:ZFIN;Acc:ZDB-GENE-040426-1787]"
"3142"	"ENSDARG00000099738"	"ccr9b"	"ccr9b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070301-3\")"	"chemokine (C-C motif) receptor 9b [Source:ZFIN;Acc:ZDB-GENE-070301-3]"
"3152"	"ENSDARG00000010407"	"ppp4r4"	"ppp4r4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041001-164\")"	"protein phosphatase 4, regulatory subunit 4 [Source:ZFIN;Acc:ZDB-GENE-041001-164]"
"3161"	"ENSDARG00000053318"	"lrrc6"	"lrrc6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040827-2\")"	"leucine rich repeat containing 6 [Source:ZFIN;Acc:ZDB-GENE-040827-2]"
"3172"	"ENSDARG00000045843"	"apex1"	"apex1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2761\")"	"APEX nuclease (multifunctional DNA repair enzyme) 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2761]"
"3173"	"ENSDARG00000068088"	"tcnl"	"tcnl"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060531-123\")"	"transcobalamin like [Source:ZFIN;Acc:ZDB-GENE-060531-123]"
"3208"	"ENSDARG00000092726"	"si:dkey-184p9.7"	"si:dkey-184p9.7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-091204-97\")"	"si:dkey-184p9.7 [Source:ZFIN;Acc:ZDB-GENE-091204-97]"
"3215"	"ENSDARG00000071658"	"ywhag2"	"ywhag2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-061023-2\")"	"3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-061023-2]"
"3227"	"ENSDARG00000104478"	"cap2"	"cap2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1758\")"	"CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1758]"
"3243"	"ENSDARG00000104810"	"akt3a"	"akt3a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050419-180\")"	"v-akt murine thymoma viral oncogene homolog 3a [Source:ZFIN;Acc:ZDB-GENE-050419-180]"
"3248"	"ENSDARG00000063177"	"manf"	"manf"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060929-640\")"	"mesencephalic astrocyte-derived neurotrophic factor [Source:ZFIN;Acc:ZDB-GENE-060929-640]"
"3287"	"ENSDARG00000007320"	"rpl7"	"rpl7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8654\")"	"ribosomal protein L7 [Source:ZFIN;Acc:ZDB-GENE-030131-8654]"
"3299"	"ENSDARG00000045190"	"ch25h"	"ch25h"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041212-81\")"	"cholesterol 25-hydroxylase [Source:ZFIN;Acc:ZDB-GENE-041212-81]"
"3303"	"ENSDARG00000058464"	"zgc:152698"	"zgc:152698"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060818-9\")"	"zgc:152698 [Source:ZFIN;Acc:ZDB-GENE-060818-9]"
"3307"	"ENSDARG00000009018"	"rhbg"	"rhbg"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9542\")"	"Rh family, B glycoprotein (gene/pseudogene) [Source:ZFIN;Acc:ZDB-GENE-030131-9542]"
"3310"	"ENSDARG00000076290"	"calr"	"calr"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-4042\")"	"calreticulin [Source:ZFIN;Acc:ZDB-GENE-030131-4042]"
"3315"	"ENSDARG00000090600"	"si:ch211-213a13.1"	"si:ch211-213a13.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050208-471\")"	"si:ch211-213a13.1 [Source:ZFIN;Acc:ZDB-GENE-050208-471]"
"3355"	"ENSDARG00000078191"	"zbtb46"	"zbtb46"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-352\")"	"zinc finger and BTB domain containing 46 [Source:ZFIN;Acc:ZDB-GENE-090313-352]"
"3359"	"ENSDARG00000069435"	"cfap58"	"cfap58"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060929-128\")"	"cilia and flagella associated protein 58 [Source:ZFIN;Acc:ZDB-GENE-060929-128]"
"3372"	"ENSDARG00000004169"	"stmn1a"	"stmn1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031006-14\")"	"stathmin 1a [Source:ZFIN;Acc:ZDB-GENE-031006-14]"
"3373"	"ENSDARG00000017355"	"rsph9"	"rsph9"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-051120-129\")"	"radial spoke head 9 homolog [Source:ZFIN;Acc:ZDB-GENE-051120-129]"
"3388"	"ENSDARG00000025615"	"prr15la"	"prr15la"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040801-218\")"	"proline rich 15-like a [Source:ZFIN;Acc:ZDB-GENE-040801-218]"
"3396"	"ENSDARG00000069374"	"sh2d4ba"	"sh2d4ba"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-53\")"	"SH2 domain containing 4Ba [Source:ZFIN;Acc:ZDB-GENE-090313-53]"
